date,latitude,longitude,Hazard,label,date_str
2022-09-17,28.612720000000024,82.47214000000008,Landslide,1,2022-09-17
2022-09-17,29.129920000000027,80.34167000000008,Flood,1,2022-09-17
2022-09-17,28.92739000000006,80.74607000000003,Landslide,1,2022-09-17
2022-09-17,28.52027000000004,80.96565000000004,Flood,1,2022-09-17
2022-09-17,28.886390000000063,81.48960000000005,Landslide,1,2022-09-17
2022-09-17,29.063500000000033,81.33134000000007,Landslide,1,2022-09-17
2022-09-17,29.063500000000033,81.33134000000007,Landslide,1,2022-09-17
2022-09-17,28.976180000000056,81.22569000000004,Landslide,1,2022-09-17
2022-09-16,28.844340000000045,81.71011000000004,Landslide,1,2022-09-16
2022-09-15,27.504720000000077,85.50667000000004,Landslide,1,2022-09-15
2022-09-15,28.535030000000063,83.51666000000006,Landslide,1,2022-09-15
2022-09-15,27.750920000000065,85.73006000000004,Landslide,1,2022-09-15
2022-09-15,28.263000000000034,83.50821000000008,Landslide,1,2022-09-15
2022-09-13,28.59914000000003,83.82277000000005,Landslide,1,2022-09-13
2022-09-13,27.22121000000004,87.79430000000008,Landslide,1,2022-09-13
2022-09-13,28.083330000000046,84.46667000000008,Landslide,1,2022-09-13
2022-09-13,28.690620000000024,83.58839000000006,Landslide,1,2022-09-13
2022-09-12,28.218920000000026,84.35283000000004,Landslide,1,2022-09-12
2022-09-12,26.90018000000003,87.29004000000003,Landslide,1,2022-09-12
2022-09-11,27.844190000000022,86.72059000000007,Landslide,1,2022-09-11
2022-09-10,28.041810000000055,84.40635000000003,Landslide,1,2022-09-10
2022-09-09,29.870160000000055,80.88376000000005,Flood,1,2022-09-09
2022-09-08,27.511280000000056,85.75572000000005,Flood,1,2022-09-08
2022-09-07,27.836190000000045,85.87637000000007,Landslide,1,2022-09-07
2022-09-07,26.75279000000006,87.15755000000007,Landslide,1,2022-09-07
2022-09-07,27.38172000000003,87.71120000000008,Landslide,1,2022-09-07
2022-09-06,27.76465000000007,83.47024000000005,Landslide,1,2022-09-06
2022-09-06,27.31756000000007,86.62007000000006,Landslide,1,2022-09-06
2022-09-05,29.449510000000032,80.58402000000007,Landslide,1,2022-09-05
2022-09-05,26.909430000000043,87.92824000000007,Landslide,1,2022-09-05
2022-09-04,28.657820000000072,82.80700000000007,Landslide,1,2022-09-04
2022-09-04,28.270790000000034,81.99644000000006,Landslide,1,2022-09-04
2022-09-04,28.439290000000028,81.90146000000004,Landslide,1,2022-09-04
2022-09-03,28.690620000000024,83.58839000000006,Landslide,1,2022-09-03
2022-09-02,28.535030000000063,83.51666000000006,Landslide,1,2022-09-02
2022-09-02,26.75279000000006,87.15755000000007,Landslide,1,2022-09-02
2022-09-02,27.514760000000024,87.07129000000003,Landslide,1,2022-09-02
2022-09-02,27.67680000000007,84.43589000000009,Landslide,1,2022-09-02
2022-09-01,27.67680000000007,84.43589000000009,Landslide,1,2022-09-01
2022-09-01,29.360340000000065,81.32408000000004,Landslide,1,2022-09-01
2022-09-01,28.15578000000005,84.36446000000007,Landslide,1,2022-09-01
2022-09-01,29.39867000000004,81.28290000000004,Landslide,1,2022-09-01
2022-09-01,29.360340000000065,81.32408000000004,Landslide,1,2022-09-01
2022-09-01,29.33594000000005,81.43072000000006,Landslide,1,2022-09-01
2022-09-01,29.807840000000056,80.56564000000003,Landslide,1,2022-09-01
2022-09-01,27.76465000000007,83.47024000000005,Landslide,1,2022-09-01
2022-09-01,28.421250000000043,83.36207000000007,Landslide,1,2022-09-01
2022-09-01,27.514760000000024,87.07129000000003,Landslide,1,2022-09-01
2022-09-01,28.270790000000034,81.99644000000006,Landslide,1,2022-09-01
2022-08-31,29.70637000000005,80.57500000000005,Landslide,1,2022-08-31
2022-08-31,27.67680000000007,84.43589000000009,Landslide,1,2022-08-31
2022-08-31,28.31015000000008,83.71883000000008,Landslide,1,2022-08-31
2022-08-30,28.31015000000008,83.71883000000008,Landslide,1,2022-08-30
2022-08-30,29.560820000000035,81.06176000000005,Landslide,1,2022-08-30
2022-08-29,28.270790000000034,81.99644000000006,Landslide,1,2022-08-29
2022-08-29,28.24885000000006,82.36148000000009,Landslide,1,2022-08-29
2022-08-28,26.791900000000055,86.69900000000007,Flood,1,2022-08-28
2022-08-28,28.84600000000006,82.52065000000005,Landslide,1,2022-08-28
2022-08-28,28.612720000000024,82.47214000000008,Landslide,1,2022-08-28
2022-08-28,27.70028000000008,84.06548000000004,Landslide,1,2022-08-28
2022-08-28,29.360340000000065,81.32408000000004,Landslide,1,2022-08-28
2022-08-28,27.39566000000008,86.59779000000003,Landslide,1,2022-08-28
2022-08-28,28.535030000000063,83.51666000000006,Landslide,1,2022-08-28
2022-08-28,27.26159000000007,86.05895000000004,Landslide,1,2022-08-28
2022-08-28,28.92554000000007,81.84465000000006,Landslide,1,2022-08-28
2022-08-27,29.741630000000043,80.84767000000005,Landslide,1,2022-08-27
2022-08-27,27.809750000000065,86.32435000000004,Landslide,1,2022-08-27
2022-08-26,28.36611000000005,84.13913000000008,Landslide,1,2022-08-26
2022-08-25,28.35524000000004,83.52645000000007,Landslide,1,2022-08-25
2022-08-24,27.494260000000057,87.96349000000004,Landslide,1,2022-08-24
2022-08-24,28.325420000000065,82.64442000000008,Landslide,1,2022-08-24
2022-08-24,27.67680000000007,84.43589000000009,Landslide,1,2022-08-24
2022-08-23,28.35524000000004,83.52645000000007,Landslide,1,2022-08-23
2022-08-21,28.878390000000024,81.74146000000007,Landslide,1,2022-08-21
2022-08-20,27.6666175,85.3333337,Landslide,1,2022-08-20
2022-08-20,28.690620000000024,83.58839000000006,Landslide,1,2022-08-20
2022-08-20,27.601470000000063,85.18921000000006,Landslide,1,2022-08-20
2022-08-18,27.48237000000006,87.54417000000007,Flood,1,2022-08-18
2022-08-18,28.0999165,82.8828583,Landslide,1,2022-08-18
2022-08-18,27.583840000000063,86.28000000000003,Landslide,1,2022-08-18
2022-08-18,28.834110000000067,81.61001000000005,Landslide,1,2022-08-18
2022-08-18,27.583840000000063,86.28000000000003,Flood,1,2022-08-18
2022-08-16,29.158830000000023,81.66961000000003,Landslide,1,2022-08-16
2022-08-14,29.017180000000053,82.76359000000008,Landslide,1,2022-08-14
2022-08-10,27.73165000000006,85.41696000000007,Landslide,1,2022-08-10
2022-08-10,27.73165000000006,85.41696000000007,Landslide,1,2022-08-10
2022-08-10,27.68056000000007,85.38750000000005,Flood,1,2022-08-10
2022-08-10,27.692080000000033,85.45493000000005,Flood,1,2022-08-10
2022-08-10,27.692080000000033,85.45493000000005,Flood,1,2022-08-10
2022-08-09,27.996300000000076,85.07340000000005,Landslide,1,2022-08-09
2022-08-08,27.750920000000065,85.73006000000004,Flood,1,2022-08-08
2022-08-08,27.667890000000057,86.29205000000007,Landslide,1,2022-08-08
2022-08-08,27.750920000000065,85.73006000000004,Landslide,1,2022-08-08
2022-08-07,27.326170000000047,88.03053000000006,Landslide,1,2022-08-07
2022-08-07,28.96303000000006,82.25361000000004,Landslide,1,2022-08-07
2022-08-07,28.35524000000004,83.52645000000007,Landslide,1,2022-08-07
2022-08-07,28.402390000000025,82.50796000000008,Landslide,1,2022-08-07
2022-08-07,28.325420000000065,82.64442000000008,Landslide,1,2022-08-07
2022-08-07,28.390090000000043,83.11711000000008,Landslide,1,2022-08-07
2022-08-06,27.325140000000033,87.73428000000007,Landslide,1,2022-08-06
2022-08-06,27.836190000000045,85.87637000000007,Landslide,1,2022-08-06
2022-08-06,27.326170000000047,88.03053000000006,Landslide,1,2022-08-06
2022-08-06,28.39289000000008,82.49874000000005,Landslide,1,2022-08-06
2022-08-06,26.71733000000006,86.93621000000007,Flood,1,2022-08-06
2022-08-06,28.390090000000043,83.11711000000008,Landslide,1,2022-08-06
2022-08-05,27.133670000000052,87.33563000000004,Landslide,1,2022-08-05
2022-08-05,29.43947000000003,81.49920000000003,Landslide,1,2022-08-05
2022-08-05,29.43947000000003,81.49920000000003,Landslide,1,2022-08-05
2022-08-04,28.78377000000006,82.68303000000003,Landslide,1,2022-08-04
2022-08-04,28.253160000000037,82.91058000000004,Landslide,1,2022-08-04
2022-08-03,27.326170000000047,88.03053000000006,Landslide,1,2022-08-03
2022-08-03,29.686690000000056,81.27845000000008,Flood,1,2022-08-03
2022-08-02,28.421250000000043,83.36207000000007,Landslide,1,2022-08-02
2022-08-02,27.683470000000057,83.15558000000004,Flood,1,2022-08-02
2022-08-02,28.273870000000045,84.84087000000005,Landslide,1,2022-08-02
2022-08-02,29.686690000000056,81.27845000000008,Landslide,1,2022-08-02
2022-08-02,28.421250000000043,83.36207000000007,Landslide,1,2022-08-02
2022-08-01,27.93172000000004,85.90808000000004,Landslide,1,2022-08-01
2022-08-01,28.545930000000055,83.92078000000004,Flood,1,2022-08-01
2022-08-01,27.93548000000004,84.22325000000006,Landslide,1,2022-08-01
2022-08-01,27.67680000000007,84.43589000000009,Landslide,1,2022-08-01
2022-08-01,28.20806000000005,83.98452000000003,Landslide,1,2022-08-01
2022-08-01,28.20806000000005,83.98452000000003,Landslide,1,2022-08-01
2022-08-01,28.84600000000006,82.52065000000005,Landslide,1,2022-08-01
2022-07-31,26.91515000000004,86.55004000000008,Flood,1,2022-07-31
2022-07-31,28.378610000000037,83.44644000000005,Landslide,1,2022-07-31
2022-07-31,27.70028000000008,84.06548000000004,Landslide,1,2022-07-31
2022-07-31,27.542640000000063,86.12390000000005,Landslide,1,2022-07-31
2022-07-31,27.215970000000027,86.79353000000003,Landslide,1,2022-07-31
2022-07-31,28.45897000000008,82.74293000000006,Landslide,1,2022-07-31
2022-07-31,27.12680000000006,87.53680000000008,Landslide,1,2022-07-31
2022-07-31,28.59914000000003,83.82277000000005,Landslide,1,2022-07-31
2022-07-29,28.325420000000065,82.64442000000008,Landslide,1,2022-07-29
2022-07-28,28.13282000000004,82.69597000000005,Landslide,1,2022-07-28
2022-07-28,28.84600000000006,82.52065000000005,Flood,1,2022-07-28
2022-07-28,28.566590000000076,82.68457000000006,Landslide,1,2022-07-28
2022-07-28,28.02500000000003,82.46558000000005,Landslide,1,2022-07-28
2022-07-28,28.402390000000025,82.50796000000008,Landslide,1,2022-07-28
2022-07-27,27.326170000000047,88.03053000000006,Landslide,1,2022-07-27
2022-07-27,27.40898000000004,86.05571000000003,Landslide,1,2022-07-27
2022-07-26,27.8639717,84.9144974,Landslide,1,2022-07-26
2022-07-26,28.00347000000005,85.80813000000006,Landslide,1,2022-07-26
2022-07-26,27.82594000000006,85.11147000000005,Flood,1,2022-07-26
2022-07-26,27.40898000000004,86.05571000000003,Landslide,1,2022-07-26
2022-07-26,28.93497000000008,81.56441000000007,Flood,1,2022-07-26
2022-07-25,28.886390000000063,81.48960000000005,Landslide,1,2022-07-25
2022-07-25,28.23368000000005,83.68756000000008,Landslide,1,2022-07-25
2022-07-25,29.017180000000053,82.76359000000008,Landslide,1,2022-07-25
2022-07-25,28.93497000000008,81.56441000000007,Landslide,1,2022-07-25
2022-07-25,28.690620000000024,83.58839000000006,Landslide,1,2022-07-25
2022-07-25,27.449730000000045,86.10706000000005,Landslide,1,2022-07-25
2022-07-25,27.62689000000006,85.74215000000004,Landslide,1,2022-07-25
2022-07-25,28.29170000000005,84.52849000000003,Landslide,1,2022-07-25
2022-07-25,27.16811000000007,87.92890000000006,Landslide,1,2022-07-25
2022-07-24,27.542640000000063,86.12390000000005,Flood,1,2022-07-24
2022-07-24,27.55412000000007,86.03634000000005,Landslide,1,2022-07-24
2022-07-23,28.402390000000025,82.50796000000008,Landslide,1,2022-07-23
2022-07-23,27.048190000000034,87.95381000000003,Landslide,1,2022-07-23
2022-07-23,27.80278000000004,84.58055000000007,Landslide,1,2022-07-23
2022-07-23,28.604720000000043,84.39891000000006,Landslide,1,2022-07-23
2022-07-22,28.273870000000045,84.84087000000005,Landslide,1,2022-07-22
2022-07-22,28.402390000000025,82.50796000000008,Landslide,1,2022-07-22
2022-07-22,28.604720000000043,84.39891000000006,Landslide,1,2022-07-22
2022-07-21,28.13795000000005,83.51379000000009,Landslide,1,2022-07-21
2022-07-21,28.093260000000043,83.88923000000005,Landslide,1,2022-07-21
2022-07-21,29.158830000000023,81.66961000000003,Landslide,1,2022-07-21
2022-07-21,28.37636000000003,83.02216000000004,Landslide,1,2022-07-21
2022-07-21,29.34107000000006,82.03155000000004,Landslide,1,2022-07-21
2022-07-20,27.811740000000043,85.38590000000005,Flood,1,2022-07-20
2022-07-20,27.77490000000006,85.33492000000007,Landslide,1,2022-07-20
2022-07-20,29.807840000000056,80.56564000000003,Flood,1,2022-07-20
2022-07-20,28.293540000000064,82.48467000000005,Landslide,1,2022-07-20
2022-07-20,27.46843000000007,85.65714000000008,Flood,1,2022-07-20
2022-07-19,29.797800000000052,80.67992000000004,Landslide,1,2022-07-19
2022-07-15,28.11909000000003,84.81688000000008,Landslide,1,2022-07-15
2022-07-13,28.11909000000003,84.81688000000008,Landslide,1,2022-07-13
2022-07-13,27.53875000000005,86.69517000000008,Landslide,1,2022-07-13
2022-07-12,28.08588000000003,84.58840000000004,Landslide,1,2022-07-12
2022-07-10,29.158830000000023,81.66961000000003,Landslide,1,2022-07-10
2022-07-09,28.02869000000004,83.47358000000008,Landslide,1,2022-07-09
2022-07-09,27.785150000000044,83.90900000000005,Landslide,1,2022-07-09
2022-07-09,29.368540000000053,80.97519000000005,Landslide,1,2022-07-09
2022-07-09,29.055300000000045,82.53463000000005,Flood,1,2022-07-09
2022-07-05,28.789630000000045,81.40383000000008,Landslide,1,2022-07-05
2022-07-03,29.797800000000052,80.67992000000004,Landslide,1,2022-07-03
2022-07-03,28.750890000000027,82.01912000000004,Landslide,1,2022-07-03
2022-07-02,29.807840000000056,80.56564000000003,Landslide,1,2022-07-02
2022-07-02,27.349120000000028,86.88847000000004,Landslide,1,2022-07-02
2022-07-01,27.64432000000005,86.44809000000004,Landslide,1,2022-07-01
2022-07-01,27.16811000000007,87.92890000000006,Landslide,1,2022-07-01
2022-07-01,27.156340000000057,86.68077000000005,Landslide,1,2022-07-01
2022-07-01,27.021750000000058,86.42236000000008,Flood,1,2022-07-01
2022-07-01,27.366340000000037,86.41156000000007,Landslide,1,2022-07-01
2022-06-29,27.200500000000034,87.35910000000007,Landslide,1,2022-06-29
2022-06-29,27.51415000000003,86.77729000000005,Landslide,1,2022-06-29
2022-06-29,27.025850000000048,87.40540000000004,Landslide,1,2022-06-29
2022-06-29,26.663710000000037,87.27403000000004,Flood,1,2022-06-29
2022-06-29,27.16811000000007,87.92890000000006,Landslide,1,2022-06-29
2022-06-29,26.58773000000008,87.93721000000005,Flood,1,2022-06-29
2022-06-29,28.213590000000067,83.14999000000006,Landslide,1,2022-06-29
2022-06-28,28.25377000000003,83.03231000000005,Landslide,1,2022-06-28
2022-06-28,27.70055000000008,83.44836000000004,Landslide,1,2022-06-28
2022-06-28,27.64432000000005,86.44809000000004,Landslide,1,2022-06-28
2022-06-28,27.534240000000068,82.82002000000006,Landslide,1,2022-06-28
2022-06-28,28.88024000000007,82.14900000000006,Landslide,1,2022-06-28
2022-06-28,26.608880000000056,87.81451000000004,Flood,1,2022-06-28
2022-06-28,27.70055000000008,83.44836000000004,Landslide,1,2022-06-28
2022-06-27,26.601300000000037,87.50008000000008,Flood,1,2022-06-27
2022-06-26,28.01946000000004,85.30304000000007,Landslide,1,2022-06-26
2022-06-26,28.49565000000007,83.94614000000007,Landslide,1,2022-06-26
2022-06-26,28.545930000000055,83.92078000000004,Landslide,1,2022-06-26
2022-06-26,29.04137000000003,81.85773000000006,Landslide,1,2022-06-26
2022-06-26,28.20806000000005,83.98452000000003,Landslide,1,2022-06-26
2022-06-26,28.49565000000007,83.94614000000007,Landslide,1,2022-06-26
2022-06-25,28.20806000000005,83.98452000000003,Landslide,1,2022-06-25
2022-06-25,28.545930000000055,83.92078000000004,Landslide,1,2022-06-25
2022-06-25,28.36611000000005,84.13913000000008,Landslide,1,2022-06-25
2022-06-25,28.20806000000005,83.98452000000003,Landslide,1,2022-06-25
2022-06-25,28.20806000000005,83.98452000000003,Landslide,1,2022-06-25
2022-06-25,28.20806000000005,83.98452000000003,Landslide,1,2022-06-25
2022-06-23,26.41516000000007,88.00720000000007,Flood,1,2022-06-23
2022-06-21,26.41516000000007,88.00720000000007,Flood,1,2022-06-21
2022-06-21,26.41516000000007,88.00720000000007,Flood,1,2022-06-21
2022-06-21,29.129920000000027,80.34167000000008,Flood,1,2022-06-21
2022-06-20,26.628360000000043,87.44500000000005,Landslide,1,2022-06-20
2022-06-20,27.494260000000057,87.96349000000004,Landslide,1,2022-06-20
2022-06-20,27.483190000000036,87.23172000000005,Landslide,1,2022-06-20
2022-06-20,27.48237000000006,87.54417000000007,Landslide,1,2022-06-20
2022-06-19,26.75279000000006,87.15755000000007,Flood,1,2022-06-19
2022-06-19,26.671410000000037,87.68287000000004,Flood,1,2022-06-19
2022-06-18,27.68142000000006,87.92025000000007,Landslide,1,2022-06-18
2022-06-18,28.218920000000026,84.35283000000004,Landslide,1,2022-06-18
2022-06-18,28.310970000000054,84.24882000000008,Landslide,1,2022-06-18
2022-06-18,28.218920000000026,84.35283000000004,Landslide,1,2022-06-18
2022-06-18,28.15578000000005,84.36446000000007,Flood,1,2022-06-18
2022-06-18,28.108630000000066,84.49414000000007,Landslide,1,2022-06-18
2022-06-18,27.80278000000004,84.58055000000007,Landslide,1,2022-06-18
2022-06-18,28.49565000000007,83.94614000000007,Flood,1,2022-06-18
2022-06-17,27.494260000000057,87.96349000000004,Landslide,1,2022-06-17
2022-06-17,27.494260000000057,87.96349000000004,Landslide,1,2022-06-17
2022-06-17,27.325140000000033,87.73428000000007,Landslide,1,2022-06-17
2022-06-17,27.483190000000036,87.23172000000005,Landslide,1,2022-06-17
2022-06-17,26.75279000000006,87.15755000000007,Flood,1,2022-06-17
2022-06-16,27.494260000000057,87.96349000000004,Landslide,1,2022-06-16
2022-06-16,27.35794000000004,87.94596000000007,Landslide,1,2022-06-16
2022-06-15,27.93548000000004,84.22325000000006,Landslide,1,2022-06-15
2022-06-15,29.158830000000023,81.66961000000003,Flood,1,2022-06-15
2022-06-15,27.989940000000047,84.97375000000005,Landslide,1,2022-06-15
2022-06-15,28.091410000000053,84.92378000000008,Landslide,1,2022-06-15
2022-06-14,27.494260000000057,87.96349000000004,Landslide,1,2022-06-14
2022-06-14,27.53260000000006,85.11616000000004,Landslide,1,2022-06-14
2022-06-12,29.56923000000006,81.48293000000007,Landslide,1,2022-06-12
2022-06-12,28.39289000000008,82.49874000000005,Landslide,1,2022-06-12
2022-06-10,28.019870000000022,84.87145000000004,Landslide,1,2022-06-10
2022-06-10,28.041810000000055,84.40635000000003,Landslide,1,2022-06-10
2022-06-10,28.546920000000057,81.94508000000008,Landslide,1,2022-06-10
2022-06-09,29.220120000000065,81.53317000000004,Landslide,1,2022-06-09
2022-06-09,28.012700000000052,84.52199000000007,Landslide,1,2022-06-09
2022-06-09,29.26276000000007,81.58511000000004,Landslide,1,2022-06-09
2022-06-09,28.253160000000037,83.38330000000008,Landslide,1,2022-06-09
2022-06-08,28.13795000000005,83.51379000000009,Landslide,1,2022-06-08
2022-06-08,28.253160000000037,83.38330000000008,Landslide,1,2022-06-08
2022-06-04,28.175050000000056,83.06921000000006,Landslide,1,2022-06-04
2022-06-01,27.483190000000036,87.23172000000005,Landslide,1,2022-06-01
2022-05-30,27.655590000000075,86.90195000000006,Landslide,1,2022-05-30
2022-05-29,26.803220000000067,86.33460000000008,Flood,1,2022-05-29
2022-05-27,27.80278000000004,84.58055000000007,Landslide,1,2022-05-27
2022-05-05,28.20806000000005,83.98452000000003,Landslide,1,2022-05-05
2022-04-29,27.99794000000003,83.00839000000008,Landslide,1,2022-04-29
2022-04-19,27.76465000000007,83.47024000000005,Landslide,1,2022-04-19
2022-04-11,27.62210000000005,85.54281000000003,Flood,1,2022-04-11
2022-03-24,27.427430000000072,85.49119000000007,Landslide,1,2022-03-24
2022-03-08,27.200500000000034,87.35910000000007,Landslide,1,2022-03-08
2022-03-08,28.15578000000005,84.36446000000007,Landslide,1,2022-03-08
2022-02-26,27.632450000000063,85.52192000000008,Landslide,1,2022-02-26
2022-01-26,28.24885000000006,82.36148000000009,Landslide,1,2022-01-26
